Package Name,Version
python-libsass,0.23.0
python-libusb1,3.3.1
python-libvirt-python,12.1.0
python-license-expression,30.4.3
python-ligotimegps,2.0.1
python-linkify-it-py,2.0.3
python-linux-procfs,0.7.3
python-littleutils,0.2.4
python-locket,1.0.0
python-lockfile,0.12.2
python-looseversion,1.3.0
python-lxml,5.4.0
python-lxml_html_clean,0.4.2
python-ly,0.9.9
python-lz4,4.3.3
python-magic,5.46
python-makefun,1.16.0
python-manuel,1.13.0
python-manuel-doc,1.13.0
python-markdown-it-py,3.0.0
python-marshmallow,3.20.2
python-mathics-pygments,1.0.4
python-matplotlib,3.10.3
python-matrix-nio,0.23.0
python-matrix_common,1.3.0
python-maturin,1.8.7
python-maxminddb,2.6.3
python-mccabe,0.7.0
python-md2workflow,1.4.18
python-mdit-py-plugins,0.4.2
python-mdurl,0.1.2
python-mechanize,0.4.10
python-mediafile,0.13.0
python-meson-python,0.17.1
python-metaextract,1.0.9
python-minidb,2.0.8
python-mistletoe,1.4.0
python-mistune,3.1.3
python-mmh3,4.1.0
python-mocket,3.13.7
python-modern-colorthief,0.1.7
python-more-itertools,10.7.0
python-mpi4py,4.0.3
python-mpmath,1.3.0
python-msal,1.31.1
python-msal-extensions,1.2.0
python-msgpack,1.1.0
python-msgspec,0.18.6
python-msoffcrypto-tool,4.10.2
python-multidict,6.1.0
python-multivolumefile,0.2.3
python-munch,4.0.0
python-munkres,1.1.4
python-musicbrainzngs,0.7.1
python-mutagen,1.47.0
python-mypy,1.16.0
python-mypy_extensions,1.0.0
python-mysqlclient,2.2.7
python-myst-parser,3.0.1
python-named,1.4.2
python-nanobind,2.5.0
python-natsort,8.4.0
python-nautilus,4.0.1
python-nbxmpp,6.2.0
python-netCDF4,1.7.2
python-netaddr,1.3.0
python-netifaces,0.11.0
python-nh3,0.2.17
python-nodeenv,1.9.1
python-nose2,0.15.1
python-notify2,0.3.1
python-numpy,2.2.2
python-numpy1,1.26.4
python-numpydoc,1.9.0
python-oauthlib,3.2.2
python-objgraph,3.6.2
python-odfpy,1.4.2
python-olefile,0.47
python-oletools,0.60.2
python-ollama,0.4.7
python-omemo-dr,1.0.1
python-onionshare,2.6.3
python-opencensus,0.11.4
python-opencensus-context,0.1.3
python-opencensus-ext-azure,1.1.14
python-opencensus-ext-threading,0.1.2
python-opengl,3.1.9
python-opengl-accelerate,3.1.9
python-openqa_client,4.3.0
python-openqa_review,1.30.0
python-opentelemetry-api,1.33.1
python-opentelemetry-resourcedetector-gcp,1.9.0a0
python-opentelemetry-sdk,1.33.1
python-opentelemetry-semantic-conventions,0.54b1
python-opentelemetry-test-utils,0.54b1
python-openvino-telemetry,2025.2.0
python-opt-einsum,3.3.0
python-ordered-set,4.1.0
python-orderedmultidict,1.0.1
python-orjson,3.10.15
python-osc-tiny,0.10.8
python-outcome,1.3.0.post0
python-packaging,26.0
python-paho-mqtt,2.1.0
python-parameterized,0.9.0
python-paramiko,3.5.1
python-parsedatetime,2.6
python-parso,0.8.4
python-partd,1.4.2
python-pass-git-helper,3.3.0
python-passlib,1.7.4
python-patatt,0.6.3
python-patch-ng,1.18.1
python-path,17.1.0
python-pathable,0.4.4
python-pathspec,1.0.4
python-pathtools,0.1.2
python-pathvalidate,3.2.3
python-pbr,6.1.1
python-pbs-installer,2025.4.9
python-pdm,2.22.3
python-pdm-backend,2.2.0
python-pecan,1.7.0
python-peewee,3.17.9
python-pefile,2023.2.7
python-pendulum,3.0.0
python-persistent,5.2
python-pexpect,4.9.0
python-phonenumbers,8.13.55
python-phply,1.2.6
python-pickleshare,0.7.5
python-piexif,1.1.3
python-pika,1.3.2
python-pikepdf,9.4.2
python-pillow-heif,0.22.0
python-pip,26.0.1
python-pip-api,0.0.30
python-pip-run,8.8.2
python-pipreqs,0.4.13
python-pipx,1.8.0
python-pivy,0.6.9
python-pkgconfig,1.5.5
python-pkginfo,1.12.1.2
python-platformdirs,4.5.1
python-pluggy,1.6.0
python-pluginbase,1.0.1
python-ply,3.11
python-pmw,2.1.1
python-poetry-core,2.1.1
python-poetry-dynamic-versioning,1.8.2
python-polib,1.2.0
python-pook,1.1.1
python-portalocker,3.0.0
python-portend,3.2.0
python-precis-i18n,1.1.1
python-premailer,3.10.0
python-pretend,1.0.9
python-prettytable,3.9.0
python-priority,2.0.0
python-process-tests,3.0.0
python-prometheus-client,0.21.1
python-prompt_toolkit,3.0.51
python-propcache,0.3.1
python-proto-plus,1.26.1
python-protobuf,5.28.3
python-psutil,7.0.0
python-psychtoolbox,3.0.19.14
python-psycopg2,2.9.10
python-ptyprocess,0.7.0
python-publicsuffixlist,1.0.2.20250428
python-pulsemixer,1.5.1
python-pure-eval,0.2.3
python-pure-protobuf,3.1.4
python-puremagic,1.29
python-purl,1.6
python-py,1.11.0
python-py-build-cmake,0.4.3
python-py-cpuinfo,9.0.0
python-py-deviceid,0.1.1
python-py-partiql-parser,0.6.1
python-py-radix,0.10.0
python-py2pack,0.9.0
python-py3c,1.4
python-py7zr,1.0.0
python-pyOpenSSL,25.0.0
python-pyaml,25.7.0
python-pyasn1,0.6.1
python-pyasn1-modules,0.4.1
python-pyasyncore,1.0.4
python-pybcj,1.0.3
python-pybeam,0.8
python-pybgcode,0.2.0+git20240829.b5c57c4
python-pybind11,2.13.6
python-pybind11-stubgen,0.12.0
python-pybluez,0.23+git5096047f90a1f6a74ceb250aef6243e144170f92
python-pybtex,0.24.0
python-pycairo,1.26.1
python-pycares,4.9.0
python-pycdio,2.1.1
python-pycha,0.8.1
python-pychm,0.8.6
python-pycodestyle,2.13.0
python-pycomposefile,0.0.32
python-pycountry,23.12.11
python-pycparser,2.22
python-pycryptodome,3.22.0
python-pycryptodomex,3.22.0
python-pycups,2.0.4
python-pycurl,7.45.6
python-pydantic,2.11.7
python-pydantic-core,2.35.1
python-pydantic-settings,2.10.1
python-pydash,8.0.5
python-pydata-sphinx-theme,0.16.1
python-pydenticon,0.3.1
python-pydicom,3.0.1
python-pydicom-data,1.0.0
python-pydot,3.0.4
python-pydyf,0.11.0
python-pyelftools,0.32
python-pyenchant,3.2.2
python-pyfakefs,5.8.0
python-pyflakes,3.3.2
python-pyftpdlib,1.5.10
python-pyfuse3,3.4.0
python-pygal,3.0.5
python-pygaljs,1.0.2
python-pygame,2.6.1
python-pygit2,1.17.0
python-pygments-ansi-color,0.3.0
python-pygments-pytest,2.4.0
python-pygraphviz,1.14
python-pygraphviz-doc,1.14
python-pyhcl,0.4.5
python-pyinotify,0.9.6
python-pyjsparser,2.7.1
python-pykeepass,4.1.1.post1
python-pykickstart,3.54
python-pykwalify,1.8.0
python-pylast,5.5.0
python-pylev,1.4.0
python-pylibacl,0.7.2
python-pylibmc,1.6.3
python-pylint,3.3.7
python-pylons-sphinx-themes,1.0.13
python-pylsqpack,0.3.20
python-pylzma,0.5.0
python-pymacaroons,0.13.0
python-pymediainfo,7.0.1
python-pymemcache,4.0.0
python-pymisp,2.5.1
python-pymol,3.1.0
python-pymongo,4.6.3
python-pyo,1.0.5
python-pyorthanc,1.20.0
python-pyotp,2.9.0
python-pyperclip,1.9.0
python-pypi-search,1.2.1
python-pypng,0.20220715.0
python-pyppmd,1.2.0
python-pyproject-api,1.8.0
python-pyproject-examples,2023.6.30
python-pyproject-hooks,1.2.0
python-pyproject-metadata,0.9.1
python-pyproject-parser,0.13.0
python-pyqt-builder,1.18.2
python-pyqt-rpm-macros,0.1
python-pyquery,2.0.1
python-pyrage,1.2.3
python-pyright,1.1.376
python-pyrsistent,0.20.0
python-pysaml2,7.5.2
python-pyscard,2.2.2
python-pysendfile,2.0.1
python-pyserial,3.5
python-pysmb,1.2.11
python-pysmbc,1.0.25.1
python-pysmi,1.5.4
python-pysnmp,7.1.4
python-pysol-cards,0.18.1
python-pyspnego,0.11.2
python-pystache,0.6.8
python-pysubs2,1.8.0
python-pytaglib,2.1.0
python-pyte,0.8.2
python-pytest,8.3.5
python-pytest-aiohttp,1.1.0
python-pytest-asyncio,0.26.0
python-pytest-benchmark,5.1.0
python-pytest-check,2.4.1
python-pytest-click,1.1.0
python-pytest-cov,5.0.0
python-pytest-datadir,1.6.1
python-pytest-dependency,0.6.0
python-pytest-env,1.1.5
python-pytest-examples,0.0.17
python-pytest-expect,1.1.0
python-pytest-fixture-config,1.8.0
python-pytest-flake8-path,1.6.0
python-pytest-forked,1.6.0
python-pytest-freezegun,0.4.2
python-pytest-freezer,0.4.9
python-pytest-helpers-namespace,2021.12.29
python-pytest-home,0.5.1
python-pytest-html,4.1.1
python-pytest-httpbin,2.1.0
python-pytest-httpserver,1.1.0
python-pytest-lazy-fixture,0.6.3
python-pytest-localserver,0.8.1
python-pytest-metadata,3.1.1
python-pytest-mock,3.14.0
python-pytest-mpi,0.6
python-pytest-mpl,0.17.0
python-pytest-mypy-testing,0.1.3
python-pytest-order,1.3.0
python-pytest-pretty,1.2.0
python-pytest-qt,4.4.0
python-pytest-randomly,3.16.0
python-pytest-regressions,2.5.0
python-pytest-relaxed,2.0.2
python-pytest-remotedata,0.4.1
python-pytest-rerunfailures,15.0
python-pytest-run-parallel,0.4.2
python-pytest-salt-factories,1.0.4
python-pytest-services,2.2.1
python-pytest-shell-utilities,1.9.7
python-pytest-shutil,1.8.0
python-pytest-skip-markers,1.5.2
python-pytest-socket,0.7.0
python-pytest-subprocess,1.5.0
python-pytest-subtests,0.14.1
python-pytest-system-statistics,1.0.2
python-pytest-testinfra,10.1.1
python-pytest-timeout,2.3.1
python-pytest-tornado,0.8.1
python-pytest-trio,0.8.0
python-pytest-virtualenv,1.8.1
python-pytest-xdist,3.6.1
python-pytest-xprocess,1.0.2
python-pytest-xvfb,3.0.0
python-python-barcode,0.15.1
python-python-box,7.2.0
python-python-daemon,3.0.1
python-python-dateutil,2.9.0.post0
python-python-dbusmock,0.34.2
python-python-debian,0.1.52
python-python-docs-theme,2024.10
python-python-dotenv,1.1.0
python-python-engineio,4.12.0
python-python-gnupg,0.5.4
python-python-jose,3.5.0
python-python-lzo,1.15
python-python-magic,0.4.27
python-python-mimeparse,2.0.0
python-python-mpd2,3.1.1
python-python-multipart,0.0.20
python-python-pam,2.0.2
python-python-prctl,1.8.1
python-python-redmine,2.5.0
python-python-rpm-spec,0.16.0
python-python-slugify,8.0.4
python-python-socketio,5.13.0
python-python-socks,2.7.1
python-python-sql,1.6.0
python-python-stdnum,1.20
python-python-vlc,3.0.21203
python-python-xlib,0.33
python-pytokens,0.3.0
python-pytoml,0.1.21
python-pytz,2025.1
python-pytz-deprecation-shim,0.1.0.post0
python-pytzdata,2020.1
python-pyu2f,0.1.5a
python-pyudev,0.24.3
python-pyupgrade,3.19.1
python-pyvmomi,8.0.3.0.1
python-pywayland,0.4.17
python-pywbem,1.7.2
python-pywinrm,0.5.0
python-pywlroots,0.17.0
python-pyxattr,0.8.1
python-pyxdg,0.28
python-pyzmq,25.1.2
python-pyzstd,0.17.0
python-qmk_gui,0.1.12+git44
python-qpageview,1.0.0
python-qrcode,8.0
python-qt3d-qt5,5.15.6
python-qt5,5.15.10
python-qt5-sip,12.16.1
python-qtcharts-qt5,5.15.6
python-qtdatavis3d-qt5,5.15.5
python-qtnetworkauth-qt5,5.15.5
python-qtwebengine-qt5,5.15.6
python-quart-trio,0.12.0
python-railroad-diagrams,3.0.1
python-random2,1.0.2
python-rapidfuzz,3.9.6
python-rarfile,4.2
python-rdflib,7.1.4
python-rdflib-doc,7.1.4
python-re-assert,1.1.0
python-readme_renderer,44.0
python-readthedocs-sphinx-ext,2.2.5
python-rebulk,3.2.0
python-recommonmark,0.7.1
python-redis,5.2.1
python-referencing,0.36.2
python-regex,2024.11.6
python-relatorio,0.11.1
python-releases,2.1.1
python-reportlab,4.0.7
python-repoze.lru,0.7
python-requests,2.32.4
python-requests-futures,1.0.1
python-requests-gssapi,1.3.0
python-requests-kerberos,0.15.0
python-requests-mock,1.12.1
python-requests-oauthlib,2.0.0
python-requests-toolbelt,1.0.0
python-requests-unixsocket,0.3.0
python-requests-wsgi-adapter,0.4.1
python-requests_ntlm,1.3.0
python-resolvelib,1.1.0
python-responses,0.25.3
python-respx,0.22.0
python-retrying,1.3.4
python-rfc3339-validator,0.1.4
python-rfc3986,2.0.0
python-rfc3986-validator,0.1.1
python-rfc3987,1.3.8
python-rich,14.0.0
python-roman,5.0
python-roman-numerals,3.1.0
python-rpds-py,0.22.3
python-rply,0.7.8
python-rpm,4.20.1
python-rpm-macros,20250923.c3cfac8
python-rpm-packaging,20210526+a18ca48
python-rsa,4.9.1
python-rst.linker,2.4.0
python-rtslib-fb,2.2.2
python-ruamel.yaml,0.18.10
python-ruamel.yaml.clib,0.2.8+hg.44
python-ruff,0.11.13
python-s3transfer,0.16.0
python-safe-netrc,1.0.1
python-sambacc,v0.2+git.108.e7850e0
python-sarif-om,1.0.4
python-schema,0.7.7
python-scikit-build,0.18.1
python-scikit-build-core,0.11.0
python-scour,0.38.2
python-scp,0.13.2
python-scripttest,1.3
python-scrypt,0.8.27
python-sdjson,0.5.0
python-securesystemslib,1.2.0
python-selenium,4.25.0
python-semanage,3.9
python-semantic_version,2.10.0
python-semver,3.0.4
python-serpent,1.41
python-service_identity,24.2.0
python-setproctitle,1.3.6
python-setuptools,80.9.0
python-setuptools-declarative-requirements,1.3.0
python-setuptools-gettext,0.1.14
python-setuptools-git,1.2
python-setuptools-rust,1.11.1
python-setuptools_scm,9.2.2
python-sgmllib3k,1.0.0
python-sh,2.2.2
python-shellingham,1.5.4
python-shippinglabel,2.1.0
python-shtab,1.7.2
python-signedjson,1.1.4
python-simple-websocket,1.0.0
python-simpleeval,0.9.13
python-simplejson,3.19.3
python-sip,6.12.0
python-sip4,4.19.25
python-sip6,6.12.0
python-six,1.17.0
python-six-test,1.17.0
python-slixmpp,1.8.6
python-smartypants,2.0.1
python-smmap,5.0.2
python-sniffio,1.3.1
python-snowballstemmer,2.2.0
python-snuggs,1.4.7
python-sortedcollections,2.1.0
python-sortedcontainers,2.4.0
python-soundcloud-v2,1.6.0
python-soupsieve,2.6
python-speaklater,1.3
python-sphinx-argparse,0.5.2
python-sphinx-autobuild,2024.10.3
python-sphinx-autodoc-typehints,3.1.0
python-sphinx-bootstrap-theme,0.8.1
python-sphinx-click,6.0.0
python-sphinx-design,0.6.1
python-sphinx-gallery,0.19.0
python-sphinx-issues,5.0.0
python-sphinx-notfound-page,1.1.0
python-sphinx-qt-documentation,0.4.1
python-sphinx-tabs,3.4.7
python-sphinx-theme-builder,0.2.0b2
python-sphinx-version-warning,1.1.2
python-sphinx_press_theme,0.9.1
python-sphinx_rtd_theme,3.0.2
python-sphinxcontrib-apidoc,0.5.0
python-sphinxcontrib-applehelp,2.0.0
python-sphinxcontrib-asyncio,0.3.0
python-sphinxcontrib-autoprogram,0.1.9
python-sphinxcontrib-autoprogram-doc,0.1.9
python-sphinxcontrib-copybutton,0.5.1
python-sphinxcontrib-devhelp,1.0.6
python-sphinxcontrib-htmlhelp,2.1.0
python-sphinxcontrib-jquery,4.1
python-sphinxcontrib-jsmath,1.0.1
python-sphinxcontrib-programoutput,0.18
python-sphinxcontrib-qthelp,2.0.0
python-sphinxcontrib-serializinghtml,1.1.10
python-sphinxcontrib-websupport,1.2.7
python-sphinxext-opengraph,0.9.1
python-sphobjinv,2.3.1.2
python-spur,0.3.23
python-sqlmodel,0.0.24
python-sqlparse,0.5.3
python-srt,3.5.3
python-sshtunnel,0.4.0
python-starlette,0.41.3
python-stevedore,5.4.1
python-strict-rfc3339,0.7
python-strictyaml,1.7.3
python-subliminal,2.4.0
python-subprocess-tee,0.4.2
python-suds,1.2.0
python-sure,2.0.1
python-susepubliccloudinfo,1.4.1
python-svgwrite,1.4.3
python-svneverever,1.7.2
python-sybil,6.1.1
python-sympy,1.13.3
python-syrupy,4.9.1
python-systemd,235
python-tabulate,0.9.0
python-tblib,3.1.0
python-tcolorpy,0.1.7
python-tempora,5.8.0
python-termcolor,2.5.0
python-testfixtures,8.3.0
python-testpath,0.6.0
python-testresources,2.0.2
python-testscenarios,0.5.0
python-testtools,2.7.2
python-text-unidecode,1.3
python-textile,4.0.3
python-texttable,1.7.0
python-threadpoolctl,3.5.0
python-time-machine,2.16.0
python-tiny-proxy,0.2.1
python-tinycss2,1.4.0
python-tinydb,4.8.2
python-tinyhtml5,2.0.0
python-tokenize-rt,6.1.0
python-tokenizers,0.21.1
python-toml,0.10.2
python-tomli,2.2.1
python-tomli-w,1.2.0
python-tomlkit,0.13.2
python-toolz,1.0.0
python-tornado,6.5
python-tornado6,6.5
python-tox,4.25.0
python-tpm2-pytss,2.3.0
python-tqdm,4.67.1
python-traitlets,5.14.3
python-trakit,0.2.2
python-transaction,5.0
python-treq,24.9.1
python-trio,0.29.0
python-trio-websocket,0.11.1
python-trove-classifiers,2026.1.14.14
python-trustme,1.2.1
python-truststore,0.10.1
python-tsk,0~20210419
python-twine,6.1.0
python-typeguard,4.4.2
python-typer,0.16.0
python-typer-slim,0.16.0
python-typing-inspect,0.9.0
python-typing-inspection,0.4.0
python-typing_extensions,4.13.2
python-typogrify,2.1.0
python-tzdata,2025.2
python-tzlocal,5.3.1
python-u-msgpack-python,2.8.0
python-uc-micro-py,1.0.3
python-ujson,5.10.0
python-uncertainties,3.2.2
python-unearth,0.17.3
python-unpaddedbase64,2.1.0
python-uri-template,1.3.0
python-uritemplate,4.1.1
python-urllib3,2.5.0
python-urllib3_1,1.26.20
python-urwid,2.6.16
python-userpath,1.9.2
python-uv,0.7.18
python-uvicorn,0.34.2
python-uvloop,0.21.0
python-validate-pyproject,0.15
python-validators,0.35.0
python-vcrpy,7.0.0
python-verboselogs,1.7
python-versioneer,0.29
python-versioningit,3.1.2
python-vine,5.1.0
python-virtualenv,20.29.3
python-virtue,2025.2.1
python-vobject,0.9.9
python-voluptuous,0.15.2
python-vulture,2.15
python-waitress,3.0.2
python-waitress-doc,3.0.2
python-watchdog,6.0.0
python-watchfiles,0.24.0
python-wcwidth,0.2.13
python-weasyprint,65.1
python-webcolors,24.8.0
python-webencodings,0.5.1
python-websocket-client,1.8.0
python-websockets,14.2
python-websockify,0.12.0
python-whatever,0.7
python-wheel,0.46.3
python-whey,0.1.1
python-wolframalpha,5.0.0
python-wrapt,1.17.2
python-wsproto,1.2.0
python-wurlitzer,3.1.1
python-xapp,2.4.2
python-xattr,0.10.1
python-xcffib,1.5.0
python-xdg-base-dirs,6.0.2
python-xkbcommon,1.0
python-xlrd,2.0.1
python-xmlschema,3.4.3
python-xmltodict,0.14.2
python-xpybutil,0.0.6
python-xxhash,3.5.0
python-yamllint,1.36.2
python-yamlloader,1.4.1
python-yapf,0.43.0
python-yara,4.5.0
python-yarg,0.1.10
python-yarl,1.20.0
python-yattag,1.16.1
python-ytmusicapi,1.10.3
python-zc.lockfile,3.0.post1
python-zeroconf,0.136.0
python-zipp,3.21.0
python-zodbpickle,4.2
python-zope.component,6.0
python-zope.configuration,6.0
python-zope.copy,5.0
python-zope.deferredimport,5.0
python-zope.event,5.0
python-zope.exceptions,5.2
python-zope.hookable,7.0
python-zope.i18nmessageid,7.0
python-zope.interface,7.2
python-zope.location,5.1
python-zope.proxy,6.1
python-zope.schema,7.0.1
python-zope.security,7.3
python-zope.testing,5.1
python-zope.testrunner,6.6.1
python-zopfli,0.2.3.post1
python-zstandard,0.22.0
python-zstd,1.5.7.2
python-zxcvbn,4.4.28
python-zxcvbn-rs-py,0.1.1+5
python3-seccomp,2.6.0
python313,3.13.12
python313-core,3.13.12
python313-documentation,3.13.12
python313-flit-core,3.12.0
python313-nogil,3.13.12
python313-nogil-nogil-core,3.13.12
python313-packaging,26.0
python313-pyparsing,3.2.3
python313-pyside6,6.9.1
python313-setuptools,80.9.0
python313-shiboken6,6.9.1
python313-wxPython,4.2.3
python314,3.14.3
python314-core,3.14.3
python314-documentation,3.14.3
python314-nogil,3.14.3
python314-nogil-nogil-core,3.14.3
q5go,2.1.3
qFlipper,1.3.3+git0.1699609231.bfce851
qactus,3.0.0
qalculate,5.2.0
qalculate-gtk,5.1.0
qalculate-qt,5.1.0
qatengine,1.7.0
qatlib,24.09.0
qatzip,1.2.0
qbe,1.2
qbittorrent,5.0.5
qbs,2.2.2
qca-qt5,2.3.10
qca-qt6,2.3.10
qcdloop,2.0.9
qclib,2.5.1
qcoro-qt5,0.10.0
qcoro-qt6,0.10.0
qcustomplot,2.1.1
qd,2.3.24
qdirstat,2.0
qdox,2.1.0
qelectrotech,0.90
qemacs,0.3.3
qemu,10.2.1
qemu-linux-user,10.2.1
qgis,3.42.0
qgit,2.10
qhull,2020.2
qimageblitz,0.0.6+svn1515099
qimgv,1.0.3a+git20240430.b515dcd5
qjackctl,1.0.1
qlipper,5.1.2
qloud,1.4.2
qmk_hid,0.1.12+git44
qml-autoreqprov,1.4.1
qml-box2d,0+git.1523004651.b7212d5
qmlkonsole,25.04.3
qmlpluginexports-qt5,1.0
qmlpluginexports-qt6,1.0
qmltermwidget,0.2.0
qoauth-qt5,2.0.0
qodem,1.0.1
qoi,0~20250212
qore,2.1.1
qore-json-module,1.9.0
qore-mysql-module,2.1
qore-openldap-module,1.2.3
qore-pgsql-module,3.2.0
qore-sqlite3-module,1.0.2
qore-ssh2-module,1.4.2
qore-uuid-module,1.4.1
qore-xml-module,2.0.0
qore-yaml-module,1.0.0
qpdf,11.10.1
qpdfview,0.5.0
qperf,0.4.11
qpid-proton,0.38.0
qpress,1.1
qps,2.10.0
qpwgraph,0.7.8
qqc2-breeze-style6,6.4.2
qqc2-desktop-style,5.116.1
qqwing,1.3.4
qrca,25.04.3
qrencode,4.1.1
qrtool,0.11.5
qrupdate,1.1.2
qscintilla,2.14.1
qscintilla-qt5,2.14.1
qsyncthingtray,0.5.8
qsynth,0.9.13
qt5ct,1.5
qt6-3d,6.9.1
qt6-3d-docs,6.9.1
qt6-base,6.9.1
qt6-base-docs,6.9.1
qt6-charts,6.9.1
qt6-charts-docs,6.9.1
qt6-coap,6.9.1
qt6-coap-docs,6.9.1
qt6-connectivity,6.9.1
qt6-connectivity-docs,6.9.1
qt6-creator,17.0.0
qt6-datavis3d,6.9.1
qt6-datavis3d-docs,6.9.1
qt6-declarative,6.9.1
qt6-declarative-docs,6.9.1
qt6-graphs,6.8.2
qt6-graphs-docs,6.8.2
qt6-httpserver,6.9.1
qt6-httpserver-docs,6.9.1
qt6-imageformats,6.9.1
qt6-imageformats-docs,6.9.1
qt6-languageserver,6.9.1
qt6-location,6.9.1
qt6-location-docs,6.9.1
qt6-macros,20240131
qt6-mqtt,6.9.1
qt6-mqtt-docs,6.9.1
qt6-multimedia,6.9.1
qt6-multimedia-docs,6.9.1
qt6-networkauth,6.9.1
qt6-networkauth-docs,6.9.1
qt6-opcua,6.9.1
qt6-opcua-docs,6.9.1
qt6-positioning,6.9.1
qt6-positioning-docs,6.9.1
qt6-qt5compat,6.9.1
qt6-qt5compat-docs,6.9.1
qt6-qtpbfimageformat,4.3
qt6-quick3d,6.9.1
qt6-quick3d-docs,6.9.1
qt6-quicktimeline,6.9.1
qt6-quicktimeline-docs,6.9.1
qt6-remoteobjects,6.9.1
qt6-remoteobjects-docs,6.9.1
qt6-scxml,6.9.1
qt6-scxml-docs,6.9.1
qt6-sensors,6.9.1
qt6-sensors-docs,6.9.1
qt6-serialbus,6.9.1
qt6-serialport,6.9.1
qt6-serialport-docs,6.9.1
qt6-shadertools,6.9.1
qt6-shadertools-docs,6.9.1
qt6-speech,6.9.1
qt6-speech-docs,6.9.1
qt6-svg,6.9.1
qt6-svg-docs,6.9.1
qt6-tools,6.9.1
qt6-tools-docs,6.9.1
qt6-virtualkeyboard,6.9.1
qt6-virtualkeyboard-docs,6.9.1
qt6-wayland,6.9.1
qt6-wayland-docs,6.9.1
qt6-webchannel,6.9.1
qt6-webchannel-docs,6.9.1
qt6-webengine,6.9.1
qt6-webengine-docs,6.9.1
qt6-websockets,6.9.1
qt6-websockets-docs,6.9.1
qt6-webview,6.9.1
qt6-webview-docs,6.9.1
qt6ct,0.9
qt6gtk2,0.4
qtcurve,1.9.0
qtdeclarative-imports-provides-qt5,1.0
qtdeclarative-imports-provides-qt6,1.0
qterm,0.7.4
qterminal,2.2.1
qtermwidget,2.2.0
qtilitools,0.1.2
qtkeychain-qt5,0.14.2
qtkeychain-qt6,0.14.2
qtodotxt,1.9.0
qtractor,1.1.1
qtxdg-tools,4.2.0
quadrapassel,40.2
quakespasm,0.96.3
quassel,0.14.0
quazip-qt5,1.4
quazip-qt6,1.4
qubesome,0.0.10
qucs-s,25.1.2
queue,1.0.0
quilt,0.68
quimup,2.1.0
quota,4.09
quotatool,1.6.5
qview,6.1
qwt,5.2.3_qt5+git20181129.2819734
qwt6-qt5,6.3.0
qwt6-qt6,6.3.0
qwtplot3d,0.2.7+git20190410.a6d0890d
qxmledit,0.9.17
qxtglobalshortcut,0.0.1+git1533120914.688715b
rabbitmq-c,0.14.0
rabbitmq-java-client,5.20.0
rabbitmq-server,3.13.7
racket,8.16
radamsa,0.7
radare2,5.8.8
radcli,1.4.0
radvd,2.20
raft,0.22.1
rage,0.4.0
rage-encryption,0.11.1+0
ragel,7.0.4
rainbow,2.8.0
rakudo,2025.05
rang,3.2
range-v3,0.12.0
ranger,1.9.3+git20240221.38bb890
rapidcsv,8.84
rapidjson,1.1.0+git20211015.4d6cb081
rapidyaml,0.5.0
raptor,2.0.16
rasdaemon,0.8.4+git11.485d0a6
rash,0.2
rasmol,2.7.4.2
raspberrypi-eeprom,2023.01.11
raspberrypi-firmware,2023.04.25
raspberrypi-firmware-config,2023.04.25
raspberrypi-firmware-config-camera,2023.04.25
raspberrypi-firmware-dt,2023.05.02
raspberrypi-rpiboot,20240926.102326.3
rasqal,0.9.33
rav1e,0.8.0
raw-thumbnailer,47.0.1
rawhide,3.3
rawtherapee,5.12
raylib,5.0
razercfg,0.43
razor-agents,2.86
rbenv,1.3.0
rbenv-bundle-exec,1.0.0
rbutil,1.4.1
rclone,1.68.1
rcm,1.3.6
rcs,5.10.1
rcshist,t20250101
rdesktop,1.9.0
rdfind,1.6.0
rdiff-backup,2.2.6
rdma-core,61.0
re,3.16.0
re-flex,4.5.0
re2,20240702
re2c,4.1
read-only-root-fs,1.0+git20260311.ea26e1b
readline,8.2.13
readline6,6.3
realmd,0.17.1
rear,2.7
rear29a,2.9
rebootmgr,3.3+git20250512.b6e4e84
recastnavigation,1.6.0
recidivm,0.2.1
recode,3.7.14
redfish-finder,0.4
redfishtool,1.1.8
redhat-overpass-fonts,3.0.5
redis,8.2.0
redis++,1.3.12
redland,1.0.17
rednotebook,2.33
redsea,1.0.0
reflectasm,1.11.1
regexp,1.5
regexploit,1.0.0
regionServiceClientConfigAzure,3.0.0
regionServiceClientConfigEC2,5.0.0
regionServiceClientConfigGCE,5.2.0
regularhunter-monotional-az-fonts,2.9
regularhunter-monotional-fonts,2.9
regularhunter-monotional-sz-fonts,2.9
rekor,1.3.10
relaxngDatatype,2011.1
release-compare,0.9.2
release-notes-openSUSE,84.87.20180228.827b030
reload4j,1.2.25
rem,2.12.0
remmina,1.4.36
rendercheck,1.6
replacer,1.6
replay-sorcery,0.6.0
reprepro,5.4.3
reptyr,0.10.0
resample,1.8.1
resolv_wrapper,1.1.8
resource-agents,4.17.0+git30.b33c378d
resources,1.7.1
restic,0.17.1
restorecond,3.9
retry,1723625520.fd868ce
revelation,0.5.5
reveng,3.0.5
rfc-read,1.0.0
rgb,1.1.0
rhash,1.4.5
rhino,1.7.15.1
rhythmbox,3.4.7
riff,3.3.7
rinstall,0.2.0
rinutils,0.10.2
ripcalc,0.1.12
ripgrep,14.1.1
ripit,3.9.90
ristretto,0.13.4
rk,1.8
rkhunter,1.4.6
rlwrap,0.46.1
rmpc,0.6.0
