Package Name,Version
glyr,1.0.10
gmime,3.2.14
gmmlib,22.9.0
gmobile,0.4.0
gmp,6.3.0
gmp-ecm,7.0.5
gmrun,1.4w
gmsh,4.12.0
gn,0.20251217
gnome-2048,3.38.2
gnome-autoar,0.4.5
gnome-backgrounds,48.2.1
gnome-bluetooth,47.1
gnome-bluetooth-1,3.34.5
gnome-boxes,48.0
gnome-branding-Leap,20210427
gnome-browser-connector,42.1
gnome-builder,48.2
gnome-calculator,48.1
gnome-calendar,48.1
gnome-characters,48.0
gnome-chess,48.0
gnome-clocks,48.0
gnome-color-manager,3.36.2
gnome-commander,1.18.1
gnome-common,3.18.0
gnome-connections,48.0
gnome-console,48.0.1
gnome-contacts,48.0
gnome-control-center,48.3
gnome-desktop,44.3
gnome-dictionary,40.0
gnome-directory-thumbnailer,0.1.11+15
gnome-disk-utility,46.1
gnome-doc-utils,0.20.10
gnome-epub-thumbnailer,1.8
gnome-firmware,47.0
gnome-font-viewer,48.0
gnome-getting-started-docs,3.38.1
gnome-icon-theme,3.12.0
gnome-initial-setup,48.0
gnome-keyring,48.0
gnome-keysign,0.9.7.2
gnome-kiosk,48.0
gnome-logs,45.0
gnome-mahjongg,48.1
gnome-maps,48.4
gnome-menus,3.36.0
gnome-mines,48.1
gnome-multi-writer,3.35.90+26
gnome-music,48.0
gnome-nettool,42.0+24
gnome-network-displays,0.93.0
gnome-nibbles,4.2.2
gnome-online-accounts,3.54.4
gnome-packagekit,43.0
gnome-podcasts,0.6.1
gnome-pomodoro,0.27.0
gnome-power-manager,43.0
gnome-radio,128
gnome-recipes,2.0.4+117
gnome-remote-desktop,48.3
gnome-screenshot,41.0
gnome-session,48.0
gnome-settings-daemon,48.1
gnome-shell,48.3
gnome-shell-extension-customize-ibus,91
gnome-shell-extension-desktop-icons,47.0.12+3
gnome-shell-extensions,48.3
gnome-software,48.3
gnome-sudoku,48.1
gnome-system-monitor,48.1
gnome-terminal,3.56.2
gnome-tetravex,3.38.2
gnome-text-editor,48.3
gnome-themes,3.0.0
gnome-themes-extra,3.28
gnome-themes-extras,2.22.0
gnome-tour,48.1.openSUSE+git20250409.6d10d20
gnome-tweaks,46.1
gnome-usage,48.rc
gnome-user-docs,48.2
gnome-user-share,48.1
gnome-video-effects,0.6.0
gnome-weather,48.0
gnote,47.0
gnu-efi,4.0.0
gnu-free-fonts,0.20120503
gnu-getopt,1.0.14
gnu-recutils,1.9
gnu-unifont-fonts,15.1.04
gnu-unifont-legacy-bitmap-fonts,20080123
gnu_ddrescue,1.28
gnu_parallel,20241022
gnuastro,0.22
gnubg,1.08.002
gnucap,0.35
gnucash,5.11
gnucash-docs,5.5
gnuchess,6.2.9
gnuhealth,5.0.0
gnuhealth-client,5.0.0
gnuhealth-thalamus,0.9.14
gnulib,git.20211127.db493d1ce
gnunet,0.23.1
gnunet-fuse,0.23.0
gnunet-gtk,0.23.1
gnunet-messenger-cli,0.3.1
gnunet-messenger-gtk,0.10.2
gnuplot,6.0.4
gnuplot-doc,6.0.4
gnusocialshell,1.3.0
gnustep-base,1.31.1
gnustep-libobjc2,2.1
gnustep-make,2.9.3
gnutls,3.8.10
go,1.24
go-containerregistry,0.20.1
go-licenses,2.0.0alpha1
go-mod-upgrade,0.10.0
go-passbolt-cli,0.3.1
go-sendxmpp,0.15.1
go1.21,1.21.13
go1.22,1.22.12
go1.22-openssl,1.22.12
go1.23,1.23.12
go1.23-openssl,1.23.12
go1.24,1.24.13
go1.24-openssl,1.24.13
go1.25,1.25.8
go1.25-openssl,1.25.7
go1.26,1.26.1
goaccess,1.9.3
gobject-introspection,1.84.0
gocr,0.52
gocryptfs,2.5.4
goffice,0.10.57
goipp,1.1.0
gojq,0.12.16
golang-github-cpuguy83-go-md2man,2.0.0+git20190314.f79a8a8
golang-github-czerwonk-ping_exporter,0.4.5
golang-github-google-jsonnet,0.20.0
golang-github-lusitaniae-apache_exporter,1.0.8
golang-github-prometheus-alertmanager,0.26.0
golang-github-prometheus-node_exporter,1.8.2
golang-github-prometheus-prometheus,3.5.0
golang-github-prometheus-promu,0.17.0
golang-github-vpenso-prometheus_slurm_exporter,0.20
golang-packaging,15.0.17
golangci-lint,1.60.3
golly,4.3
gom,0.5.3
gomuks,0.3.1
gontributions,0.7.1
goobox,3.6.0
goocanvas,3.0.0
goocanvas2,2.0.4
goodvibes,0.8.0
google-anonymouspro-fonts,1.002
google-arimo-fonts,20240101
google-authenticator-libpam,1.10
google-carlito-fonts,1.1.03.beta1
google-cloud-sap-agent,3.11
google-cousine-fonts,20240101
google-dracut-config,0.0.4
google-droid-fonts,20121204
google-errorprone,2.26.1
google-errorprone-annotations,2.26.1
google-glog,0.7.1
google-gson,2.8.9
google-guest-agent,20250116.00
google-guest-configs,20241205.00
google-guest-oslogin,20231116.00
google-guice,6.0.0
google-noto-coloremoji-fonts,20240424
google-noto-fonts,20240901
google-noto-sans-cjk-fonts,2.004
google-noto-serif-cjk-fonts,2.002
google-opensans-fonts,20210927
google-osconfig-agent,20250416.02
google-poppins-fonts,4.003
google-roboto-fonts,2.138
google-tinos-fonts,20240101
googler,4.3.13
googletest,1.16.0
goose,1.20.1
gopass,1.15.14
gopls,0.16.2
gops,0.3.28
gosec,2.22.0
goss,0.4.2
gotestsum,1.10.1
govulncheck,1.1.3
govulncheck-vulndb,0.0.20250814T182633
gowitness,3.0.4
goxel,0.15.0
gp2c,0.0.13
gpa,0.11.0
gpart,0.3
gparted,1.7.0
gpaste,45.3
gperf,3.1
gperftools,2.15
gperiodic,3.0.3
gpg2,2.5.5
gpgme,1.24.3
gpgmeqt,1.24.3
gpgmeqt6,1.24.3
gphoto,2.5.28
gpicview,0.2.5
gping,1.17.3
gpm,1.20.7
gpp,2.28
gprename,5.0.20230429
gpsbabel,1.9.0
gpsd,3.25
gptfdisk,1.0.10
gputils,1.5.2
gpuvis,20230221
gpxsee,13.43
grafana,10.4.13
gramofile,1.6
gramps,5.2.3
granatier,25.04.3
granite6,6.2.0
grant,0.2.1
grantlee-editor,25.04.3
grantlee5,5.3.1
grantleetheme,25.04.3
graphene,1.10.8
graphite2,1.3.14
graphviz,14.1.2
graphviz-addons,14.1.2
graphviz-qt6,14.1.2
grass,8.4.0
grc,1.13
greetd,0.10.3
greetd-gtkgreet-xfce-wayland,1.0
grep,3.11
grepcidr,2.0
gretl,2024b
grex,1.4.5
greybird-geeko-theme,3.23.4+git0.c1d46c3
greybird-theme,3.23.4+git0.7e4507d
grilo,0.3.19
grilo-plugins,0.3.18
grim,1.4.1
grisbi,2.0.5
grml-zsh-config,0.19.7
groff,1.23.0
groff-full,1.23.0
grommunio-error-pages,1.0.6.9c50afb
grommunio-index,1.0.6.f40d25b
grommunio-web,3.5.1.31715c1e
gromox,2.45
gron,0.7.1
growpart,0.33
growpart-generator,0.8
grpc,1.59.2
grsync,1.3.1
grub2,2.14
grub2-compat-ia32,1
grub2-theme-breeze,5.27.10
gsasl,2.2.1
gscan2pdf,2.13.4
gsettings-desktop-schemas,48.0
gsl,2.8
gsmartcontrol,2.0.2
gsoap,2.8.135
gsound,1.0.3
gspell,1.14.0
gssdp,1.6.3
gssntlmssp,1.2.0
gssproxy,0.8.4
gst123,0.4.1
gstreamer,1.26.7
gstreamer-devtools,1.26.7
gstreamer-docs,1.26.7
gstreamer-editing-services,1.24.10
gstreamer-plugins-bad,1.26.7
gstreamer-plugins-base,1.26.7
gstreamer-plugins-good,1.26.7
gstreamer-plugins-libav,1.26.7
gstreamer-plugins-rs,1.26.7+git15.821d1e7c
gstreamer-plugins-ugly,1.26.7
gstreamer-rtsp-server,1.26.7
gswrap,0.1
gtg,0.6
gthumb,3.12.6
gti,1.9.1
gtk-doc,1.34.0
gtk-doc-manual,1.34.0
gtk-layer-shell,0.9.2
gtk-session-lock,0.2.0
gtk-vnc,1.5.0
gtk2,2.24.33
gtk2-branding-openSUSE,15.0
gtk2-engine-aurora,1.5.1
gtk2-engine-murrine,0.98.2
gtk2-engines,2.20.2
gtk2-metatheme-sonar,11.3.0
gtk2hs-buildtools,0.13.11.0
gtk3,3.24.49+14
gtk3-branding-openSUSE,15.0
gtk4,4.18.6
gtk4-branding-openSUSE,15.0
gtkd,3.9.0
gtkglext,1.2.0git20110529
gtkgreet,0.8
gtkimageview,1.6.4
gtklock,3.0.0
gtklock-userinfo-module,4.0.0
gtkmm-documentation,4.12.0
gtkmm2,2.24.5
gtkmm3,3.24.9
gtkmm4,4.18.0
gtksourceview,3.24.11
gtksourceview4,4.8.4
gtksourceview5,5.16.0
gtkspell3,3.0.10
gtkwave,3.3.114
gts,0.7.6_p20121130
gtypist,2.9.5
guava,33.4.8
gucharmap,16.0.2
guestfs-tools,1.55.3
guile,3.0.9
guile1,1.8.8
gum,0.14.5
gummi,0.8.3
gupnp,1.6.8
gupnp-av,0.14.3
gupnp-dlna,0.12.0
gupnp-igd,1.6.0
gupnp-tools,0.12.2
gutenprint,5.3.4
guvcview,2.2.2
gv,3.7.4
gvfs,1.57.2
gwenhywfar,5.12.0
gwenhywfar-qt6,5.12.0
gwenview,25.04.3
gzdoom,4.14.2
gzip,1.13
h5utils,1.13.2
hack-fonts,3.003
hackrf,2024.02.1
hadolint,2.12.0
haguichi,1.5.1
halloy,2024.12
hamcrest,3.0
hamlib,4.6.4
happy,1.20.1.1
haproxy,3.2.14+git0.951507193
hardening-check,2.6
hardinfo2,2.2.10
harec,0.24.2
harfbuzz,12.3.1
harminv,1.4.2
haruna,1.4.0
hashalot,0.3
hashcat,6.2.6
hashlink,1.15
hauler,1.4.1
haveged,1.9.19
hawk-apiserver,0.0.4+git.1740070313.ca7ee57
hawk2,2.7.0+git.1772201206.4725acc7
haxe,4.3.6
hdf5,1.14.6
hdf5-mvapich2,1.14.6
hdf5-openmpi4,1.14.6
hdf5-openmpi5,1.14.6
hdjmod,1.36
hdparm,9.65
health-checker,1.12+git20241105.2e2832f15742
heaptrack,1.5.0
heatshrink,0.4.1
heimer,4.4.0
helix,24.07
hello,2.12.1
helm,4.1.1
helmfile,1.2.3
help2man,1.49.3
helvum,0.5.1
herbstluftwm,0.9.5
hevea,2.36
hex,1.11
hexd,1.1.0
hexedit,1.6
hexyl,0.14.0
hfst,3.16.0
hfst-ospell,0.5.4
hfsutils,3.2.6
hibiscus,2.10.21
hicolor-icon-theme,0.18
hicolor-icon-theme-branding-openSUSE,42.1
hidapi,0.14.0
hidviz,0.2
highlight,4.12
highway,1.2.0
himalaya,0.9.0~0
himmelblau,2.3.8+git0.dec3693
hiredis,1.2.0
hitori,44.0
hivex,1.3.24
hledger,1.40
hledger-interest,1.6.6
hledger-ui,1.40
hlint,3.8
hmaccalc,0.9.14
hobbits,0.54.1
hollywood,1.21
homebank,5.8.5
homeshick,2.0.1
honggfuzz,2.6
horst,5.1
hostap-utils,0.4.7
hostapd,2.11
hostname,3.23
hotspot,1.5.1
howl,0.6
hp-drive-guard,0.3.12
hp2xx,3.4.4
hplip,3.25.6
hpx,1.10.0
hscolour,1.25
hsetroot,1.0.5
hsqldb,2.7.4
html-dtd,2004.1.26
html-xml-utils,8.6
html2ps,1.0b5
htmldoc,1.9.18
htop,3.4.1
htscodecs,1.6.0
http-parser,2.9.4
httpcomponents-client,4.5.14
httpcomponents-core,4.4.14
httperf,0.9.0+git.20201206
httpie,3.2.4
httrack,3.49.2
hub,2.14.2
hugin,2024.0.1
hugo,0.131.0
human-theme-gtk,2.6.0
humanity-icon-theme,0.6.16
hunspell,1.7.2
hurl,6.0.0
hut,0.5.0
hw-probe,1.6.5
hwdata,0.394
hwinfo,25.1
hwloc,2.11.2
hxtools,20231224
hyfetch,1.99.0
hylafax+,7.0.10
hyper-v,9
hyperfine,1.18.0
hyperlink-app-client,0.0~git5.211516e
hyphen,2.8.8
hyprcursor,0.1.9
hypridle,0.1.2
hyprland-protocols,0.3.0
hyprlang,0.5.2
hyprlock,0.4.1
hyprpaper,0.7.0
hyprpicker,0.4.1
hyprutils,0.2.3
hyprwayland-scanner,0.4.2
i18nspector,0.27.1
i2c-tools,4.4
i2pd,2.52.0
i3,4.24
i3lock,2.15
i3status-rust,0.33.1
iamb,0.0.10
ibdev2netdev,0.2.0
ibmswtpm2,183+2024+03+27
ibmtss,2.4.1
ibsim,0.12
ibus,1.5.33
ibus-anthy,1.5.17
ibus-cangjie,2.5
ibus-chewing,2.1.4
ibus-hangul,1.5.5
ibus-input-pad,1.4.99.20140916
ibus-kkc,1.5.22
ibus-libpinyin,1.16.5
ibus-libzhuyin,1.10.3
ibus-m17n,1.4.34
ibus-rime,1.5.0
ibus-skk,1.4.3
ibus-sunpinyin,2.0.99.2
ibus-table,1.17.8
ibus-table-chinese,1.8.12
ibus-table-extraphrase,1.3.9.20110826
ibus-table-others,1.3.16
ibus-unikey,0.6.1
ibus_gtk4,1.5.33
ibutils,1.5.7.0.2
ibutils-ui,1.5.7.0.2
iceauth,1.0.10
icecast,2.4.4
icecream,1.4.0
ices,2.0.3
icewm,3.6.0
icewm-theme-branding,1.2.6
icewm-themes,0.1
icinga-l10n,1.2.0
icinga-php-library,0.17.0
icinga-php-thirdparty,0.13.1
icinga2,2.14.2
icingaweb2,2.12.6
icingaweb2-module-director,1.11.1
icingaweb2-module-incubator,0.22.0
icingaweb2-module-ipl,0.5.0
icingaweb2-module-reactbundle,0.9.0
icmake,10.03.00
icmpinfo,1.11
icmptunnel,1.0.0
ico,1.0.6
icon-naming-utils,0.8.90
icoutils,0.32.3
icu,77.1
icu4j,73.1
id3lib,3.8.3
id3v2,0.1.12
identity,0.7.0
ido,13.10.0+bzr20161028
idutils,4.6
iftop,0.99.4
igerman98,20161207
ignition,2.25.1
igrep,1.3.0~0
igsc,0.9.5
igwn-cmake-macros,1.5.0
iio-sensor-proxy,3.7
iir,1.9.5
illum,0.5
ima-evm-utils,1.6.2
ima-inspect,0.15
image-janitor,0.3.0
imagej,1.53t
imake,1.0.10
imapfilter,2.8.2
imgp,2.9
imgvtopgm,2.1
imhangul,3.1.1+git20130112.a4c2796
imlib2,1.12.3
immer,0.8.1
impressive,0.13.2
imv,4.5.0
in-toto,1.2.0
inarpd,0.17
inchi,1.06
incidenceeditor,25.04.3
indent,2.2.13
indi,2.1.3
indic-fonts,20160512
ineffassign,0.0.0+git20230610.0e73809
infinipath-psm,3.3
influxdb,1.11.6
influxdb2,2.7.10
info2html,2.0
ini4j,0.5.4
inih,58
iniparser,4.2.6
initviocons,0.5
inkscape,1.4.3+git2.fcd0343856
innoextract,1.9
inotify-tools,4.23.9.0
input-pad,1.0.99.20210817
insighttoolkit,5.4.3
inspectrum,0.3.1
inst-source-utils,2023.11.08
instsource-susedata,0.3.8
int10h-olympiad-fonts,1.0
intel-cmt-cat,25.04.106.git+42f88c1
intel-gpu-tools,2.0
intel-graphics-compiler,2.11.7
intel-ipsec-mb,1.5.0
intel-lpmd,0.1.0
intel-media-driver,26.1.1
intel-metee,4.3.1
intel-one-mono-fonts,1.4.0
intel-opencl,25.18.33578.6
intelhex,2.3.0
inter-fonts,4.0
intlfonts,1.4.2
intltool,0.51.0
inxi,3.3.36
iodbc,3.52.16
iodine,0.7.0
ioping,1.3
ioquake3,1.36+git.20241224
iosevka-fonts,31.7.1
iotop,0.6git.20230403
iotop-c,1.26
iouyap,0.97
ip2unix,2.2.1
ipa-ex-fonts,004.01
ipa-fonts,003.03
ipa-uigothic-fonts,002.003
iperf,3.19.1
iperf2,2.1.9
ipmctl,03.00.00.0468
ipmitool,1.8.19.13.gbe11d94
ipmiutil,3.1.9
ipp-usb,0.9.27
iproute2,6.12
iprutils,2.4.19
ipset,7.23
iptables,1.8.11
iptraf-ng,1.2.2
iputils,20240905
ipvsadm,1.31
ipw-firmware,9
ipxe,1.21.1+git20240329.764e34f
ironwail,0.8.1
irqbalance,1.9.5.3.git+48ab93a
irqstat,1.0.0+git4cd6854
irrlicht,1.8.5
irssi,1.4.5
isa-l,2.31.0
isatapd,0.9.7+git.20141015
isl,0.26
iso-codes,4.16.0
iso-country-flags,1.0.2
iso_ent,2000.11.03
isorelax,0.1
ispc,1.25.3
ispell,3.4.06
ispell-bulgarian,4.2
ispell-hungarian,1.6.1
ispell-slovak,0.3.2
issue-generator,1.13
isync,1.4.4
it2play,0~git20230215
itinerary,25.04.3
itstool,2.0.7
iucode-tool,2.3.1
iverilog,12.0
ivykis,0.43
iw,6.9
iwlfwdump,1
j2objc-annotations,3.0.0
jack,1.9.22
jack-example-tools,1
jack-rack,1.4.7
jack_capture,0.9.73
jackson-annotations,2.17.3
jackson-core,2.17.3
jackson-databind,2.17.3
jacktrip,2.4.1
jafama,2.3.2
jakarta-activation,2.1.3
jakarta-commons-discovery,0.5
jakarta-commons-launcher,1.1
jakarta-commons-transaction,1.1
jakarta-inject,2.0.1
jakarta-mail,2.1.3
jakarta-servlet,6.1.0
jakarta-taglibs-standard,1.1.2
jakarta-validation-api,3.1.0
jameica,2.10.5
janino,3.1.10
jansi,2.4.0
jaq,1.6.0
jasper,4.2.8
java-17-openj9,17.0.12.0
java-17-openjdk,17.0.18.0
java-21-openj9,21.0.4.0
java-21-openjdk,21.0.10.0
java-25-openjdk,25.0.2.0
java-atk-wrapper,0.40.0
java-cup,0.11
java-cup-bootstrap,0.11
javacc,7.0.13
javacc-bootstrap,7.0.13
javacc-maven-plugin,3.1.0
javadoc-parser,0.3.1
javaewah,1.2.3
javahelp2,2.0.05
javamail,1.6.2
javapackages-meta,6.2.0
javapackages-tools,6.4.1
javapackages-tools-extras,6.4.1
javaparser,3.26.2
javapoet,1.13.0
javassist,3.30.2
jaxb-api,4.0.0
jaxen,2.0.0
jaxen-bootstrap,2.0.0
jaxodraw,2.1.0
jbcrypt,1.0.2
jbig2dec,0.20
jbigkit,2.1
jboss-annotations-1.2-api,1.0.2
jboss-interceptors-1.2-api,1.0.1
jcache,1.1.1
jchardet,1.1
jcifs,1.3.19
jcip-annotations,1.0
jcodings,1.0.58
jcommon,1.0.24
jcsp,1.1~rc5
jctools,4.0.5
jcuber,4.4.1
jdepend,2.10
jdependency,1.2
jdom,1.1.3
jdom2,2.0.6.1
jdupes,1.27.3
jedit,5.5.0
jefferson,0.4.1+git.20220705
jemalloc,5.3.0
jemmy,2.3.0.0
jeos-firstboot,1.5.8
jeromq,0.5.2
jesusmgg-comicshanns-fonts,1.3.0+git15
jetbrains-annotations,23.0.0
jetbrains-mono-fonts,2.304
jettison,1.5.4
jeuclid,3.1.9
jffi,1.3.13
jflex,1.9.1
jflex-bootstrap,1.9.1
jformatstring,0.10~20131207
jfreechart,1.5.4
jfsutils,1.1.15
jgmenu,4.4.1
jgraphx,4.2.2
jhead,3.08
jhighlight,1.0.1
jigit,1.22
jikes,1.22
jimtcl,0.82
jing-trang,20220510
jira-cli,1.5.1
jisp2,2.5.1
jitterentropy,3.6.3
jlatexmath,1.0.3
jless,0.9.0
jlex,1.2.6
jline,2.14.6
jline3,3.30.6
jmdns,3.5.7
jmock,1.2.0
jna,5.13.0
jnacl,1.0.0
jnr-a64asm,1.0.0
jnr-constants,0.10.4
jnr-enxio,0.32.14
jnr-ffi,2.2.13
jnr-posix,3.1.16
jnr-process,0.4.12
jnr-unixsocket,0.38.19
jnr-x86asm,1.0.2
jo,1.9
joda-convert,2.2.3
joda-time,2.12.7
joe,4.6
john,1.9.0
joker,1.4.0
jol,0.17
jopt-simple,5.0.4
jose,13
joycond,0.1.0+git.51~f9a6691
jp2a,1.3.0
jpegoptim,1.5.5
jpgpj,1.3
jq,1.8.1
jrnl,4.2.1
jrosetta,1.0.4
jsch,0.2.22
jsch-agent-proxy,0.0.9
json-c,0.17
json-glib,1.10.6
json-java,20240303
json-simple,1.1.1
json-table,4.3.3
jsoncpp,1.9.6
jsonrpc-glib,3.44.2
jsoup,1.15.3
jspecify,1.0.0
jsr-305,3.0.2
jsr-311,1.1.1
jtb,1.5.1
jtidy,1.0.4
jts,1.20.0
judy,1.0.5
jujutsu,0.22.0
juk,25.04.3
juliaup,1.17.4
junit,4.13.2
junit5,5.14.2
junit5-minimal,5.14.2
juniversalchardet,1.0.3
jurand,1.3.3
just,1.36.0
jvyamlb,0.2.5
jwnl,1.4~rc3
jwordsplitter,4.4
jxrlib,1.1
jzlib,1.1.3
k3b,25.04.3
k3s-install,1.24.3+k3s1
k3s-selinux,1.4.stable.1
k4dirstat,3.4.3
kColorPicker-Qt5,0.3.1
kColorPicker-Qt6,0.3.1
kImageAnnotator-Qt5,0.7.1
kImageAnnotator-Qt6,0.7.1
kaccounts-integration,25.04.3
kaccounts-integration-kf5,25.04.3
kaccounts-providers,25.04.3
kactivities-stats,5.116.0
kactivities5,5.116.0
kactivitymanagerd6,6.4.2
kaddressbook,25.04.3
kaffeine,2.0.19git.20250316T013712~afc3f87
kaidan,0.12.2
kajongg,25.04.3
kak-lsp,17.1.2
kakasi,2.3.6
kakoune,2025.06.03
kalarm,25.04.3
kalgebra,25.04.3
kalk,25.04.3
kalm,25.04.3
kalzium,25.04.3
kamera,25.04.3
kamerka,0.20
kamoso,25.04.3
kanagram,25.04.3
kanidm,1.7.1~git0.130a31d29
kanku,1.0.0
kanshi,1.7.0
kapman,25.04.3
kapptemplate,25.04.3
karchive,5.116.0
kasts,25.04.3
kasumi,2.5
kate,25.04.3
katomic,25.04.3
kauth,5.116.0
kawaii-player,5.0.0.1
kbackup,25.04.3
kbd,2.7.1
kbdsniffd,0.6
kbibtex,0.10.0
kblackbox,25.04.3
kblocks,25.04.3
kbookmarks,5.116.0
kbounce,25.04.3
kbreakout,25.04.3
kbruch,25.04.3
kbuild,0.1.9998+svn3686
kcachegrind,25.04.3
kcalc,25.04.3
kcalendarcore,5.116.0
kcalutils,25.04.3
kccmp,1.0.0
kcharselect,25.04.3
kclock,25.04.3
kcmutils,5.116.0
kcodecs,5.116.0
kcolorchooser,25.04.3
kcompletion,5.116.0
kconfig,5.116.0
kconfigwidgets,5.116.0
kcontacts,5.116.0
kcoreaddons,5.116.0
kcov,42
kcrash,5.116.0
kcron,25.04.3
kdb,3.2.0
kdbg,3.1.0
kdbusaddons,5.116.0
kddockwidgets,2.1.0
kddockwidgets-qt6,2.1.0
kde-cli-tools6,6.4.2
kde-dev-utils,25.04.3
kde-fcstd-thumbnailer,0+git.adc0f19
kde-gtk-config6,6.4.2
kde-inotify-survey,25.04.3
kdebugsettings,25.04.3
kdeclarative,5.116.0
kdeconnect-kde,25.04.3
kdecoration6,6.4.2
kded,5.116.0
kdeedu-data,25.04.3
kdegraphics-mobipocket,25.04.3
kdegraphics-thumbnailers,25.04.3
kdelibs4support,5.116.0
kdenetwork-filesharing,25.04.3
kdenlive,25.04.3
kdepim-addons,25.04.3
kdepim-runtime,25.04.3
kdeplasma6-addons,6.4.2
kdesdk-kioslaves,25.04.3
kdesdk-scripts,25.04.3
kdesdk-thumbnailers,25.04.3
kdesignerplugin,5.116.0
kdesu,5.116.0
kdesvn,2.1.0
kdevelop,25.04.3
kdevelop-pg-qt,2.4.0
kdevelop-plugin-php,25.04.3
kdevelop-plugin-python3,25.04.3
kdf,25.04.3
kdiagram,2.8.0
kdiagram6,3.0.1
kdialog,25.04.3
kdiamond,25.04.3
kdiff3,1.12.3
kdiskmark,3.1.4
kdnssd,25.04.3
kdnssd-framework,5.116.0
kdocker,6.2
kdoctools,5.116.0
kdsingleapplication,1.2.0
kdsingleapplication-qt6,1.2.0
kdsoap,2.2.0
kdsoap-qt6,2.2.0
kdsoap-ws-discovery-client,0.3.0
kdstatemachineeditor,2.3.1
kdump,2.1.6
kea,3.0.2
keditbookmarks,25.04.3
keepalived,2.3.4+git23.b3631012
keepassxc,2.7.9
kelbt,0.16
kemoticons,5.116.0
kepler,0.11.3
kernel-64kb,6.12.0
kernel-azure,6.12.0
kernel-default,6.12.0
kernel-default-base,6.12.0
kernel-docs,6.12.0
kernel-firmware-all,20250206
kernel-firmware-amdgpu,20260221
kernel-firmware-ath10k,20260206
kernel-firmware-ath11k,20260211
kernel-firmware-ath12k,20260202
kernel-firmware-atheros,20250206
kernel-firmware-bluetooth,20260226
kernel-firmware-bnx2,20250627
kernel-firmware-brcm,20250623
kernel-firmware-chelsio,20250627
kernel-firmware-dpaa2,20250206
kernel-firmware-i915,20260214
kernel-firmware-intel,20260130
kernel-firmware-iwlwifi,20260116
kernel-firmware-liquidio,20250206
kernel-firmware-marvell,20250206
kernel-firmware-media,20260221
kernel-firmware-mediatek,20260221
kernel-firmware-mellanox,20250717
kernel-firmware-mwifiex,20250206
kernel-firmware-network,20260130
kernel-firmware-nfp,20250206
kernel-firmware-nvidia,20251018
kernel-firmware-platform,20260128
kernel-firmware-prestera,20250206
kernel-firmware-qcom,20260214
kernel-firmware-qlogic,20250926
kernel-firmware-radeon,20250627
kernel-firmware-realtek,20260214
kernel-firmware-serial,20251004
kernel-firmware-sound,20260214
kernel-firmware-ti,20250206
kernel-firmware-ueagle,20251004
kernel-firmware-usb-network,20250717
kernel-install-tools,0.3.0
kernel-kvmsmall,6.12.0
kernel-obs-build,6.12.0
kernel-obs-qa,6.12.0
kernel-rt,6.12.0
kernel-source,6.12.0
kernel-syms,6.12.0
kernel-zfcpdump,6.12.0
kernelshark,2.2.1
kew,2.8.1
kexec-tools,2.0.30
key-rack,0.4.0
keybase-client,6.3.1
keybinder,0.3.1
keybinder-3.0,0.3.2
keychain,2.8.5
keyd,2.5.0
keylightd,1+git20240806.b7b17e3
keylime,7.14.0+0
keysmith,25.04.3
keyutils,1.6.3
kf5-filesystem,20220307
kf6-attica,6.16.0
kf6-baloo,6.16.0
kf6-bluez-qt,6.16.0
kf6-breeze-icons,6.16.0
kf6-extra-cmake-modules,6.16.0
kf6-extra-cmake-modules-doc,6.16.0
kf6-filesystem,20250707
kf6-frameworkintegration,6.16.0
kf6-kapidox,6.16.0
kf6-karchive,6.16.0
kf6-kauth,6.16.0
kf6-kbookmarks,6.16.0
kf6-kcalendarcore,6.16.0
kf6-kcmutils,6.16.0
kf6-kcodecs,6.16.0
kf6-kcolorscheme,6.16.0
kf6-kcompletion,6.16.0
kf6-kconfig,6.16.0
kf6-kconfigwidgets,6.16.0
kf6-kcontacts,6.16.0
kf6-kcoreaddons,6.16.0
kf6-kcrash,6.16.0
kf6-kdav,6.16.0
kf6-kdbusaddons,6.16.0
kf6-kdeclarative,6.16.0
kf6-kded,6.16.0
kf6-kdesu,6.16.0
kf6-kdnssd,6.16.0
kf6-kdoctools,6.16.0
kf6-kfilemetadata,6.16.0
kf6-kglobalaccel,6.16.0
kf6-kguiaddons,6.16.0
kf6-kholidays,6.16.0
kf6-ki18n,6.16.0
kf6-kiconthemes,6.16.0
kf6-kidletime,6.16.0
kf6-kimageformats,6.16.0
kf6-kio,6.16.0
kf6-kirigami,6.16.0
kf6-kitemmodels,6.16.0
kf6-kitemviews,6.16.0
kf6-kjobwidgets,6.16.0
kf6-knewstuff,6.16.0
kf6-knotifications,6.16.0
kf6-knotifyconfig,6.16.0
kf6-kpackage,6.16.0
kf6-kparts,6.16.0
kf6-kpeople,6.16.0
kf6-kplotting,6.16.0
kf6-kpty,6.16.0
kf6-kquickcharts,6.16.0
kf6-krunner,6.16.0
kf6-kservice,6.16.0
kf6-kstatusnotifieritem,6.16.0
kf6-ksvg,6.16.0
kf6-ktexteditor,6.16.0
kf6-ktexttemplate,6.16.0
kf6-ktextwidgets,6.16.0
kf6-kunitconversion,6.16.0
kf6-kuserfeedback,6.16.0
kf6-kwallet,6.16.0
kf6-kwidgetsaddons,6.16.0
kf6-kwindowsystem,6.16.0
kf6-kxmlgui,6.16.0
kf6-modemmanager-qt,6.16.0
kf6-networkmanager-qt,6.16.0
kf6-oxygen-icons,6.1.0
kf6-prison,6.16.0
kf6-purpose,6.16.0
