package,commit_sha,ubuntu_2404_version,ubuntu_2604_version,ubuntu_2404_apt_version_at_check,_apt_fetch_error,ubuntu_component,ubuntu_2404_patch_method,patch_marker_found,_marker_quality,_debian_query_attempted,debian_cve_statuses,cve_assigned,cve_ids,usn_published,usn_ids,ubuntu_2404_actually_patched,vuln_confirmed,severity,backport_feasibility,maintenance_gap_type,_review_flags,upstream_commit,upstream_2404_tag_url,ubuntu_changelog_changelogs_org,ubuntu_changelog_package_overview,first_cve_page,first_usn_page,upstream_issue_search,q1_upstream_commit,q2_upstream_source,q3_ubuntu_changelog
libgnutls28-dev,7f139b958794bc861a791261851611b34d25f2f1,3.8.3-1.1ubuntu3,3.8.12-2ubuntu1,3.8.3-1.1ubuntu3.5,,main,not_present,False,pre_fix_code,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,HIGH,Easy,Trigger_Gap,[],https://gitlab.com/gnutls/gnutls/-/commit/7f139b958794bc861a791261851611b34d25f2f1,https://gitlab.com/gnutls/gnutls/-/tree/3.8.3,https://changelogs.ubuntu.com/changelogs/pool/main/g/gnutls28/gnutls28_3.8.3-1.1ubuntu3.5/changelog,https://launchpad.net/ubuntu/+source/gnutls28/+changelog,,,https://gitlab.com/gnutls/gnutls/-/issues/?search=buffer,https://gitlab.com/gnutls/gnutls/-/commit/7f139b958794bc861a791261851611b34d25f2f1,https://gitlab.com/gnutls/gnutls/-/blob/v3.8.3/lib/str.c,https://changelogs.ubuntu.com/changelogs/pool/main/g/gnutls28/gnutls28_3.8.3-1.1ubuntu3.5/changelog
libgnutls28-dev,80bf58545af84c3f15b8be610692d3e014d51e23,3.8.3-1.1ubuntu3,3.8.12-2ubuntu1,3.8.3-1.1ubuntu3.5,,main,not_present,False,shared_context,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,MEDIUM,Trivial,Trigger_Gap,[],https://gitlab.com/gnutls/gnutls/-/commit/80bf58545af84c3f15b8be610692d3e014d51e23,https://gitlab.com/gnutls/gnutls/-/tree/3.8.3,https://changelogs.ubuntu.com/changelogs/pool/main/g/gnutls28/gnutls28_3.8.3-1.1ubuntu3.5/changelog,https://launchpad.net/ubuntu/+source/gnutls28/+changelog,,,https://gitlab.com/gnutls/gnutls/-/issues/?search=matching,https://gitlab.com/gnutls/gnutls/-/commit/80bf58545af84c3f15b8be610692d3e014d51e23,https://gitlab.com/gnutls/gnutls/-/blob/v3.8.3/libdane/dane.c,https://changelogs.ubuntu.com/changelogs/pool/main/g/gnutls28/gnutls28_3.8.3-1.1ubuntu3.5/changelog
libcurl4-openssl-dev,3c8f9c92473fde2a6918b1b005f39f536c26feb4,8.5.0-2ubuntu10,8.18.0-1ubuntu2,8.5.0-2ubuntu10.9,,main,none,False,post_fix_only,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,LOW,Trivial,Trigger_Gap,"[""UPSTREAM_TAG_NOT_FOUND: could not verify upstream tag via forge API"", ""MARKER_POST_FIX_ONLY""]",https://github.com/curl/curl/commit/3c8f9c92473fde2a6918b1b005f39f536c26feb4,,https://changelogs.ubuntu.com/changelogs/pool/main/c/curl/curl_8.5.0-2ubuntu10.9/changelog,https://launchpad.net/ubuntu/+source/curl/+changelog,,,https://github.com/curl/curl/issues?q=setopt,https://github.com/curl/curl/commit/3c8f9c92473fde2a6918b1b005f39f536c26feb4,https://github.com/curl/curl/blob/v8.5.0/lib/setopt.c,https://changelogs.ubuntu.com/changelogs/pool/main/c/curl/curl_8.5.0-2ubuntu10.9/changelog
libcurl4-openssl-dev,6842d4ec4d1be8d54447c4b096dc402d42dd0287,8.5.0-2ubuntu10,8.18.0-1ubuntu2,8.5.0-2ubuntu10.9,,main,not_present,False,shared_context,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,HIGH,Moderate,Trigger_Gap,"[""UPSTREAM_TAG_NOT_FOUND: could not verify upstream tag via forge API""]",https://github.com/curl/curl/commit/6842d4ec4d1be8d54447c4b096dc402d42dd0287,,https://changelogs.ubuntu.com/changelogs/pool/main/c/curl/curl_8.5.0-2ubuntu10.9/changelog,https://launchpad.net/ubuntu/+source/curl/+changelog,,,https://github.com/curl/curl/issues?q=curl_quiche,https://github.com/curl/curl/commit/6842d4ec4d1be8d54447c4b096dc402d42dd0287,https://github.com/curl/curl/blob/v8.5.0/lib/vquic/curl_quiche.c,https://changelogs.ubuntu.com/changelogs/pool/main/c/curl/curl_8.5.0-2ubuntu10.9/changelog
libcurl4-openssl-dev,d4b62bff64c489785699ac83eb87a88399bebbc8,8.5.0-2ubuntu10,8.18.0-1ubuntu2,8.5.0-2ubuntu10.9,,main,not_present,False,shared_context,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,LOW,Trivial,Trigger_Gap,"[""UPSTREAM_TAG_NOT_FOUND: could not verify upstream tag via forge API""]",https://github.com/curl/curl/commit/d4b62bff64c489785699ac83eb87a88399bebbc8,,https://changelogs.ubuntu.com/changelogs/pool/main/c/curl/curl_8.5.0-2ubuntu10.9/changelog,https://launchpad.net/ubuntu/+source/curl/+changelog,,,https://github.com/curl/curl/issues?q=curl_threads,https://github.com/curl/curl/commit/d4b62bff64c489785699ac83eb87a88399bebbc8,https://github.com/curl/curl/blob/v8.5.0/lib/curl_threads.c,https://changelogs.ubuntu.com/changelogs/pool/main/c/curl/curl_8.5.0-2ubuntu10.9/changelog
libcurl4-openssl-dev,c882439d53dabeb9fc56e919961d6985361ce0e5,8.5.0-2ubuntu10,8.18.0-1ubuntu2,8.5.0-2ubuntu10.9,,main,not_present,False,pre_fix_code,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,INFORMATIONAL,Trivial,Trigger_Gap,"[""UPSTREAM_TAG_NOT_FOUND: could not verify upstream tag via forge API""]",https://github.com/curl/curl/commit/c882439d53dabeb9fc56e919961d6985361ce0e5,,https://changelogs.ubuntu.com/changelogs/pool/main/c/curl/curl_8.5.0-2ubuntu10.9/changelog,https://launchpad.net/ubuntu/+source/curl/+changelog,,,https://github.com/curl/curl/issues?q=os400sys,https://github.com/curl/curl/commit/c882439d53dabeb9fc56e919961d6985361ce0e5,https://github.com/curl/curl/blob/v8.5.0/packages/OS400/os400sys.c,https://changelogs.ubuntu.com/changelogs/pool/main/c/curl/curl_8.5.0-2ubuntu10.9/changelog
libcurl4-openssl-dev,a535be4ea0960cfaeeaf744128a3acb4b7e8b67a,8.5.0-2ubuntu10,8.18.0-1ubuntu2,8.5.0-2ubuntu10.9,,main,not_present,False,shared_context,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,MEDIUM,Easy,Trigger_Gap,"[""UPSTREAM_TAG_NOT_FOUND: could not verify upstream tag via forge API""]",https://github.com/curl/curl/commit/a535be4ea0960cfaeeaf744128a3acb4b7e8b67a,,https://changelogs.ubuntu.com/changelogs/pool/main/c/curl/curl_8.5.0-2ubuntu10.9/changelog,https://launchpad.net/ubuntu/+source/curl/+changelog,,,https://github.com/curl/curl/issues?q=curlx,https://github.com/curl/curl/commit/a535be4ea0960cfaeeaf744128a3acb4b7e8b67a,https://github.com/curl/curl/blob/v8.5.0/lib/curl_gethostname.c,https://changelogs.ubuntu.com/changelogs/pool/main/c/curl/curl_8.5.0-2ubuntu10.9/changelog
libpoppler-dev,5f68ea46394743566f04e5be58d828831b178f30,24.02.0-1ubuntu9,26.01.0-2build2,24.02.0-1ubuntu9.8,,main,not_present,False,pre_fix_code,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,HIGH,Moderate,Trigger_Gap,[],https://gitlab.freedesktop.org/poppler/poppler/-/commit/5f68ea46394743566f04e5be58d828831b178f30,https://gitlab.freedesktop.org/poppler/poppler/-/tree/poppler-24.02.0,https://changelogs.ubuntu.com/changelogs/pool/main/p/poppler/poppler_24.02.0-1ubuntu9.8/changelog,https://launchpad.net/ubuntu/+source/poppler/+changelog,,,https://gitlab.freedesktop.org/poppler/poppler/-/issues/?search=Remove,https://gitlab.freedesktop.org/poppler/poppler/-/commit/5f68ea46394743566f04e5be58d828831b178f30,https://gitlab.freedesktop.org/poppler/poppler/-/blob/v24.02.0/poppler/PSOutputDev.cc,https://changelogs.ubuntu.com/changelogs/pool/main/p/poppler/poppler_24.02.0-1ubuntu9.8/changelog
libpoppler-dev,7aa99cf8fe6693e6a7a52adc09fcae613cd04e0d,24.02.0-1ubuntu9,26.01.0-2build2,24.02.0-1ubuntu9.8,,main,not_present,False,shared_context,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,MEDIUM,Easy,Trigger_Gap,[],https://gitlab.freedesktop.org/poppler/poppler/-/commit/7aa99cf8fe6693e6a7a52adc09fcae613cd04e0d,https://gitlab.freedesktop.org/poppler/poppler/-/tree/poppler-24.02.0,https://changelogs.ubuntu.com/changelogs/pool/main/p/poppler/poppler_24.02.0-1ubuntu9.8/changelog,https://launchpad.net/ubuntu/+source/poppler/+changelog,,,https://gitlab.freedesktop.org/poppler/poppler/-/issues/?search=Don't,https://gitlab.freedesktop.org/poppler/poppler/-/commit/7aa99cf8fe6693e6a7a52adc09fcae613cd04e0d,https://gitlab.freedesktop.org/poppler/poppler/-/blob/v24.02.0/poppler/StructElement.cc,https://changelogs.ubuntu.com/changelogs/pool/main/p/poppler/poppler_24.02.0-1ubuntu9.8/changelog
libpoppler-dev,211c5663b6aa02ad0d40f2baad3e3096b8dec875,24.02.0-1ubuntu9,26.01.0-2build2,24.02.0-1ubuntu9.8,,main,not_present,False,pre_fix_code,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,MEDIUM,Trivial,Trigger_Gap,[],https://gitlab.freedesktop.org/poppler/poppler/-/commit/211c5663b6aa02ad0d40f2baad3e3096b8dec875,https://gitlab.freedesktop.org/poppler/poppler/-/tree/poppler-24.02.0,https://changelogs.ubuntu.com/changelogs/pool/main/p/poppler/poppler_24.02.0-1ubuntu9.8/changelog,https://launchpad.net/ubuntu/+source/poppler/+changelog,,,https://gitlab.freedesktop.org/poppler/poppler/-/issues/?search=important,https://gitlab.freedesktop.org/poppler/poppler/-/commit/211c5663b6aa02ad0d40f2baad3e3096b8dec875,https://gitlab.freedesktop.org/poppler/poppler/-/blob/v24.02.0/goo/GooString.cc,https://changelogs.ubuntu.com/changelogs/pool/main/p/poppler/poppler_24.02.0-1ubuntu9.8/changelog
libpoppler-dev,ca1e7c8103b805f32a2db1a378c55fbd9b6afb85,24.02.0-1ubuntu9,26.01.0-2build2,24.02.0-1ubuntu9.8,,main,none,False,post_fix_only,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,HIGH,Trivial,Trigger_Gap,"[""MARKER_POST_FIX_ONLY""]",https://gitlab.freedesktop.org/poppler/poppler/-/commit/ca1e7c8103b805f32a2db1a378c55fbd9b6afb85,https://gitlab.freedesktop.org/poppler/poppler/-/tree/poppler-24.02.0,https://changelogs.ubuntu.com/changelogs/pool/main/p/poppler/poppler_24.02.0-1ubuntu9.8/changelog,https://launchpad.net/ubuntu/+source/poppler/+changelog,,,https://gitlab.freedesktop.org/poppler/poppler/-/issues/?search=JBIG2Stream::readTextRegion,https://gitlab.freedesktop.org/poppler/poppler/-/commit/ca1e7c8103b805f32a2db1a378c55fbd9b6afb85,https://gitlab.freedesktop.org/poppler/poppler/-/blob/v24.02.0/poppler/JBIG2Stream.cc,https://changelogs.ubuntu.com/changelogs/pool/main/p/poppler/poppler_24.02.0-1ubuntu9.8/changelog
libopenjp2-7,578c67b3291042377ab3aa82265a304d3fdfed4a,2.5.0-2build3,2.5.4-1,2.5.0-2ubuntu0.5,,main,none,False,post_fix_only,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,MEDIUM,Trivial,Trigger_Gap,"[""MARKER_POST_FIX_ONLY""]",https://github.com/uclouvain/openjpeg/commit/578c67b3291042377ab3aa82265a304d3fdfed4a,https://github.com/uclouvain/openjpeg/tree/v2.5.0,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog,https://launchpad.net/ubuntu/+source/openjpeg2/+changelog,,,https://github.com/uclouvain/openjpeg/issues?q=Fixed,https://github.com/uclouvain/openjpeg/commit/578c67b3291042377ab3aa82265a304d3fdfed4a,https://github.com/uclouvain/openjpeg/blob/v2.5.0/src/lib/openjp2/jp2.c,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog
libopenjp2-7,98592ee6d6904f1b48e8207238779b89a63befa2,2.5.0-2build3,2.5.4-1,2.5.0-2ubuntu0.5,,main,quilt_patch,True,shared_context,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],True,True,HIGH,Easy,Trigger_Gap,"[""CONFIDENCE_LOW: ubuntu_2404_actually_patched=true with no CVE and no USN — high risk of false positive (marker may match an unrelated patch context line). Manual review required.""]",https://github.com/uclouvain/openjpeg/commit/98592ee6d6904f1b48e8207238779b89a63befa2,https://github.com/uclouvain/openjpeg/tree/v2.5.0,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog,https://launchpad.net/ubuntu/+source/openjpeg2/+changelog,,,https://github.com/uclouvain/openjpeg/issues?q=sycc422_to_rgb,https://github.com/uclouvain/openjpeg/commit/98592ee6d6904f1b48e8207238779b89a63befa2,https://github.com/uclouvain/openjpeg/blob/v2.5.0/src/bin/common/color.c,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog
libopenjp2-7,f3b28c5ee417df9f23ca590b0e949d8a309408a0,2.5.0-2build3,2.5.4-1,2.5.0-2ubuntu0.5,,main,not_present,False,pre_fix_code,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,HIGH,Easy,Trigger_Gap,[],https://github.com/uclouvain/openjpeg/commit/f3b28c5ee417df9f23ca590b0e949d8a309408a0,https://github.com/uclouvain/openjpeg/tree/v2.5.0,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog,https://launchpad.net/ubuntu/+source/openjpeg2/+changelog,,,https://github.com/uclouvain/openjpeg/issues?q=Avoid,https://github.com/uclouvain/openjpeg/commit/f3b28c5ee417df9f23ca590b0e949d8a309408a0,https://github.com/uclouvain/openjpeg/blob/v2.5.0/src/lib/openjp2/t1.c,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog
libopenjp2-7,dea92eea8b6ab55f7eb542ea229b2c2124aa2124,2.5.0-2build3,2.5.4-1,2.5.0-2ubuntu0.5,,main,none,False,post_fix_only,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,HIGH,Trivial,Trigger_Gap,"[""MARKER_POST_FIX_ONLY""]",https://github.com/uclouvain/openjpeg/commit/dea92eea8b6ab55f7eb542ea229b2c2124aa2124,https://github.com/uclouvain/openjpeg/tree/v2.5.0,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog,https://launchpad.net/ubuntu/+source/openjpeg2/+changelog,,,https://github.com/uclouvain/openjpeg/issues?q=opj_j2k_read_sod,https://github.com/uclouvain/openjpeg/commit/dea92eea8b6ab55f7eb542ea229b2c2124aa2124,https://github.com/uclouvain/openjpeg/blob/v2.5.0/src/lib/openjp2/j2k.c,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog
libopenjp2-7,2c0823cb30a70319c704565b59f496e490a3c7f9,2.5.0-2build3,2.5.4-1,2.5.0-2ubuntu0.5,,main,none,False,post_fix_only,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,HIGH,Trivial,Trigger_Gap,"[""MARKER_POST_FIX_ONLY""]",https://github.com/uclouvain/openjpeg/commit/2c0823cb30a70319c704565b59f496e490a3c7f9,https://github.com/uclouvain/openjpeg/tree/v2.5.0,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog,https://launchpad.net/ubuntu/+source/openjpeg2/+changelog,,,https://github.com/uclouvain/openjpeg/issues?q=Integer,https://github.com/uclouvain/openjpeg/commit/2c0823cb30a70319c704565b59f496e490a3c7f9,https://github.com/uclouvain/openjpeg/blob/v2.5.0/src/lib/openjp2/j2k.c,https://changelogs.ubuntu.com/changelogs/pool/main/o/openjpeg2/openjpeg2_2.5.0-2ubuntu0.5/changelog
libsqlite3-dev,3b171836ec14ff3a25086f5f47a6f664976cd096,3.45.1-1ubuntu2,3.46.1-9,3.45.1-1ubuntu2.5,,main,not_present,False,shared_context,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,MEDIUM,Easy,Trigger_Gap,[],https://github.com/sqlite/sqlite/commit/3b171836ec14ff3a25086f5f47a6f664976cd096,https://github.com/sqlite/sqlite/tree/vesion-3.45.1,https://changelogs.ubuntu.com/changelogs/pool/main/s/sqlite3/sqlite3_3.45.1-1ubuntu2.5/changelog,https://launchpad.net/ubuntu/+source/sqlite3/+changelog,,,https://github.com/sqlite/sqlite/issues?q=Cherrypick,https://github.com/sqlite/sqlite/commit/3b171836ec14ff3a25086f5f47a6f664976cd096,https://github.com/sqlite/sqlite/blob/v3.45.1/ext/fts5/fts5_expr.c,https://changelogs.ubuntu.com/changelogs/pool/main/s/sqlite3/sqlite3_3.45.1-1ubuntu2.5/changelog
libsqlite3-dev,ec79dfaf7ef311c960c6d440d6fa7eaff9f10c30,3.45.1-1ubuntu2,3.46.1-9,3.45.1-1ubuntu2.5,,main,none,False,post_fix_only,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,LOW,Trivial,Trigger_Gap,"[""MARKER_POST_FIX_ONLY""]",https://github.com/sqlite/sqlite/commit/ec79dfaf7ef311c960c6d440d6fa7eaff9f10c30,https://github.com/sqlite/sqlite/tree/vesion-3.45.1,https://changelogs.ubuntu.com/changelogs/pool/main/s/sqlite3/sqlite3_3.45.1-1ubuntu2.5/changelog,https://launchpad.net/ubuntu/+source/sqlite3/+changelog,,,https://github.com/sqlite/sqlite/issues?q=problem,https://github.com/sqlite/sqlite/commit/ec79dfaf7ef311c960c6d440d6fa7eaff9f10c30,https://github.com/sqlite/sqlite/blob/v3.45.1/ext/fts5/fts5_main.c,https://changelogs.ubuntu.com/changelogs/pool/main/s/sqlite3/sqlite3_3.45.1-1ubuntu2.5/changelog
libsqlite3-dev,3731703dbb9dc9f88c8ed0da5bb88c35399478c0,3.45.1-1ubuntu2,3.46.1-9,3.45.1-1ubuntu2.5,,main,none,False,post_fix_only,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,MEDIUM,Moderate,Trigger_Gap,"[""MARKER_POST_FIX_ONLY""]",https://github.com/sqlite/sqlite/commit/3731703dbb9dc9f88c8ed0da5bb88c35399478c0,https://github.com/sqlite/sqlite/tree/vesion-3.45.1,https://changelogs.ubuntu.com/changelogs/pool/main/s/sqlite3/sqlite3_3.45.1-1ubuntu2.5/changelog,https://launchpad.net/ubuntu/+source/sqlite3/+changelog,,,https://github.com/sqlite/sqlite/issues?q=Ensure,https://github.com/sqlite/sqlite/commit/3731703dbb9dc9f88c8ed0da5bb88c35399478c0,https://github.com/sqlite/sqlite/blob/v3.45.1/ext/recover/dbdata.c,https://changelogs.ubuntu.com/changelogs/pool/main/s/sqlite3/sqlite3_3.45.1-1ubuntu2.5/changelog
libsqlite3-dev,325420616ff8590628ccce81f5cbce6df6b3ed66,3.45.1-1ubuntu2,3.46.1-9,3.45.1-1ubuntu2.5,,main,not_present,False,pre_fix_code,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,MEDIUM,Easy,Trigger_Gap,[],https://github.com/sqlite/sqlite/commit/325420616ff8590628ccce81f5cbce6df6b3ed66,https://github.com/sqlite/sqlite/tree/vesion-3.45.1,https://changelogs.ubuntu.com/changelogs/pool/main/s/sqlite3/sqlite3_3.45.1-1ubuntu2.5/changelog,https://launchpad.net/ubuntu/+source/sqlite3/+changelog,,,https://github.com/sqlite/sqlite/issues?q=sqlite3FaultSim(300,https://github.com/sqlite/sqlite/commit/325420616ff8590628ccce81f5cbce6df6b3ed66,https://github.com/sqlite/sqlite/blob/v3.45.1/src/expr.c,https://changelogs.ubuntu.com/changelogs/pool/main/s/sqlite3/sqlite3_3.45.1-1ubuntu2.5/changelog
libsqlite3-dev,ebf9702b34ee0c4049e30df2f0382501125eb2ad,3.45.1-1ubuntu2,3.46.1-9,3.45.1-1ubuntu2.5,,main,not_present,False,shared_context,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,HIGH,Easy,Trigger_Gap,[],https://github.com/sqlite/sqlite/commit/ebf9702b34ee0c4049e30df2f0382501125eb2ad,https://github.com/sqlite/sqlite/tree/vesion-3.45.1,https://changelogs.ubuntu.com/changelogs/pool/main/s/sqlite3/sqlite3_3.45.1-1ubuntu2.5/changelog,https://launchpad.net/ubuntu/+source/sqlite3/+changelog,,,https://github.com/sqlite/sqlite/issues?q=Avoid,https://github.com/sqlite/sqlite/commit/ebf9702b34ee0c4049e30df2f0382501125eb2ad,https://github.com/sqlite/sqlite/blob/v3.45.1/src/expr.c,https://changelogs.ubuntu.com/changelogs/pool/main/s/sqlite3/sqlite3_3.45.1-1ubuntu2.5/changelog
freerdp3-dev,527aba8bb224ccc23de40f82efc228ba208a2bbd,3.5.0+dfsg1-0ubuntu1,3.24.2+dfsg-1ubuntu1,3.5.1+dfsg1-0ubuntu1.5,,main,not_present,False,shared_context,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,HIGH,Easy,Trigger_Gap,[],https://github.com/FreeRDP/FreeRDP/commit/527aba8bb224ccc23de40f82efc228ba208a2bbd,https://github.com/FreeRDP/FreeRDP/tree/3.5.0,https://changelogs.ubuntu.com/changelogs/pool/main/f/freerdp3/freerdp3_3.5.1+dfsg1-0ubuntu1.5/changelog,https://launchpad.net/ubuntu/+source/freerdp3/+changelog,,,"https://github.com/FreeRDP/FreeRDP/issues?q=[winpr,sspi]",https://github.com/FreeRDP/FreeRDP/commit/527aba8bb224ccc23de40f82efc228ba208a2bbd,https://github.com/FreeRDP/FreeRDP/blob/v3.5.0/winpr/libwinpr/sspi/CredSSP/credssp.c,https://changelogs.ubuntu.com/changelogs/pool/main/f/freerdp3/freerdp3_3.5.1+dfsg1-0ubuntu1.5/changelog
freerdp3-dev,b15dacddabf0c65918fbb60c14cab135f90ccaba,3.5.0+dfsg1-0ubuntu1,3.24.2+dfsg-1ubuntu1,3.5.1+dfsg1-0ubuntu1.5,,main,version_bump_unverified,False,post_fix_only,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],,True,HIGH,Moderate,Trigger_Gap,"[""MARKER_POST_FIX_ONLY""]",https://github.com/FreeRDP/FreeRDP/commit/b15dacddabf0c65918fbb60c14cab135f90ccaba,https://github.com/FreeRDP/FreeRDP/tree/3.5.0,https://changelogs.ubuntu.com/changelogs/pool/main/f/freerdp3/freerdp3_3.5.1+dfsg1-0ubuntu1.5/changelog,https://launchpad.net/ubuntu/+source/freerdp3/+changelog,,,"https://github.com/FreeRDP/FreeRDP/issues?q=[winpr,sspi]",https://github.com/FreeRDP/FreeRDP/commit/b15dacddabf0c65918fbb60c14cab135f90ccaba,https://github.com/FreeRDP/FreeRDP/blob/v3.5.0/winpr/libwinpr/sspi/Kerberos/kerberos.c,https://changelogs.ubuntu.com/changelogs/pool/main/f/freerdp3/freerdp3_3.5.1+dfsg1-0ubuntu1.5/changelog
freerdp3-dev,d2f04f549e9b04eafc9f1c0da2caf0a4260f946b,3.5.0+dfsg1-0ubuntu1,3.24.2+dfsg-1ubuntu1,3.5.1+dfsg1-0ubuntu1.5,,main,not_present,False,shared_context,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,True,HIGH,Easy,Trigger_Gap,[],https://github.com/FreeRDP/FreeRDP/commit/d2f04f549e9b04eafc9f1c0da2caf0a4260f946b,https://github.com/FreeRDP/FreeRDP/tree/3.5.0,https://changelogs.ubuntu.com/changelogs/pool/main/f/freerdp3/freerdp3_3.5.1+dfsg1-0ubuntu1.5/changelog,https://launchpad.net/ubuntu/+source/freerdp3/+changelog,,,"https://github.com/FreeRDP/FreeRDP/issues?q=[codec,progressive]",https://github.com/FreeRDP/FreeRDP/commit/d2f04f549e9b04eafc9f1c0da2caf0a4260f946b,https://github.com/FreeRDP/FreeRDP/blob/v3.5.0/libfreerdp/codec/progressive.c,https://changelogs.ubuntu.com/changelogs/pool/main/f/freerdp3/freerdp3_3.5.1+dfsg1-0ubuntu1.5/changelog
freerdp3-dev,fdd50ed231c072a31e339e0668d870961d73ae6f,3.5.0+dfsg1-0ubuntu1,3.24.2+dfsg-1ubuntu1,3.5.1+dfsg1-0ubuntu1.5,,main,not_present,False,pre_fix_code,True,"{""_error"": ""non_json_response"", ""_content_type"": ""text/html; charset=UTF-8""}",False,[],False,[],False,False,INFORMATIONAL,Trivial,Trigger_Gap,[],https://github.com/FreeRDP/FreeRDP/commit/fdd50ed231c072a31e339e0668d870961d73ae6f,https://github.com/FreeRDP/FreeRDP/tree/3.5.0,https://changelogs.ubuntu.com/changelogs/pool/main/f/freerdp3/freerdp3_3.5.1+dfsg1-0ubuntu1.5/changelog,https://launchpad.net/ubuntu/+source/freerdp3/+changelog,,,"https://github.com/FreeRDP/FreeRDP/issues?q=[client,sdl]",https://github.com/FreeRDP/FreeRDP/commit/fdd50ed231c072a31e339e0668d870961d73ae6f,https://github.com/FreeRDP/FreeRDP/blob/v3.5.0/client/SDL/SDL3/sdl_context.cpp,https://changelogs.ubuntu.com/changelogs/pool/main/f/freerdp3/freerdp3_3.5.1+dfsg1-0ubuntu1.5/changelog
